车名,里程数,年份,城市,售价,原价,变速箱,排放标准,排量/续航,发布时间,年检到期,保险到期,过户次数,马力,气缸类型,车辆级别,燃油标号,驱动方式,品牌
迈凯伦570 2015款 570S 3.8T Coupe,2.4,2017-11,厦门,134.00,325.53,自动,欧V,3.8L,2023-11-19,2023-11,2023-11,2,570,V8,跑车,95,中置后驱,迈凯伦
桑塔纳 2019款 1.5L 自动风尚版 国VI,5.25,2019-11,厦门,4.90,10.63,自动,国VI,1.5L,2023-11-13,2023-11,2023-11,0,112,L4,紧凑型车,92,前置前驱,大众
Cayenne 2011款 Cayenne S 4.8L,10,2014-11,厦门,32.80,167.38,自动,欧IV,4.8L,2023-11-13,2023-11,2023-11,2,400,V8,中大型SUV,95,前置四驱,保时捷
Panamera 2017款 Panamera Turbo 4.0T,10,2018-05,厦门,95.80,216.66,自动,欧V,4L,2023-11-24,2024-05,2024-05,3,550,V8,大型车,95,前置四驱,保时捷
揽巡 2023款 380TSI 四驱R-Line巡游版,0.1,2023-08,厦门,26.88,33.20,自动,国VI,2L,2023-09-16,2025-08,2024-08,0,220,L4,中大型SUV,95,前置四驱,大众
法拉利488 2015款 488 GTB,3,2018-05,厦门,210.80,342.47,自动,国V,3.9L,2023-11-23,2024-05,2024-05,1,670,V8,跑车,98,中置后驱,法拉利
探岳 2022款 280TSI 两驱豪华智联版,1.2,2022-06,厦门,14.98,22.24,自动,国VI,1.4L,2023-11-02,2024-06,2024-06,0,150,L4,中型SUV,95,前置前驱,大众
揽胜 2023款 3.0 L6 400PS 创世加长版,0.01,未上牌,厦门,195.80,182.14,自动,国VI,3L,2023-11-20,2025-11,2023-11,0,400,L6,中大型SUV,95,前置四驱,路虎
奥迪Q5L 2020款 40 TFSI 荣享时尚型,6.95,2020-11,厦门,25.80,45.13,自动,国VI,2L,2023-11-11,2024-11,2023-11,0,190,L4,中型SUV,95,前置四驱,奥迪
凯迪拉克CT6 2022款 28T 风尚型,0.7,2022-10,厦门,25.80,43.39,自动,国VI,2L,2023-11-06,2024-10,2023-10,0,237,L4,中大型车,95,前置后驱,凯迪拉克
奥迪Q7 2013款 35 TFSI 进取型,15,2012-01,厦门,12.60,89.12,自动,欧V,3L,2023-11-06,2023-1,2023-1,0,272,V6,中大型SUV,95,前置四驱,奥迪
古思特 2018款 6.6T 长轴距版,2.5,2019-09,厦门,343.90,553.59,自动,国V,6.6L,2023-12-03,2025-09,2024-09,1,571,V12,大型车,95,前置后驱,劳斯莱斯
探界者 2019款 535T 自动驭界版 国VI,5,2019-08,泉州,7.88,21.70,自动,国VI,1.5L,2023-12-06,2025-08,2024-08,0,169,L4,中型SUV,92,前置前驱,雪佛兰
Mustang 2021款 2.3L EcoBoost,0.01,2023-07,厦门,26.58,40.14,自动,国VI,2.3L,2023-10-16,2023-7,2023-7,0,299,L4,跑车,92,前置后驱,福特
Mustang 2021款 2.3L EcoBoost 黑曜魅影特别版,0.01,2023-07,厦门,27.98,42.40,自动,国VI,2.3L,2023-10-10,2023-7,2023-7,0,299,L4,跑车,92,前置后驱,福特
牧马人 2012款 3.6L Rubicon 两门版,11.6,2012-10,厦门,13.50,55.35,自动,国IV,3.6L,2023-12-05,2024-10,2024-10,1,284,V6,中型SUV,92,前置四驱,Jeep
宝马M4 2018款 M4双门轿跑车车迷限量版,3.9,2019-11,厦门,41.00,119.28,自动,欧VI,3L,2023-11-29,2023-11,2023-11,4,450,L6,中型车,95,前置后驱,宝马
揽胜 2022款 3.0 L6 400PS 传世加长经典版,1,2021-12,厦门,129.80,170.74,自动,国VI,3L,2023-12-06,2023-12,2023-12,1,400,L6,中大型SUV,95,前置四驱,路虎
凯迪拉克XT5 2021款 2.0T 四驱铂金型,2.7,2021-03,常州,23.80,51.31,自动,国VI,2L,2023-11-30,2025-03,2024-03,1,237,L4,中型SUV,95,前置四驱,凯迪拉克
Aventador 2011款 LP 700-4,2,2014-01,厦门,286.80,704.25,自动,欧V,6.5L,2023-10-25,2024-01,2024-01,7,700,V12,跑车,98,中置四驱,兰博基尼
汉兰达 2012款 2.7L 两驱7座豪华版,12,2014-04,厦门,10.58,32.43,自动,国IV(国V),2.7L,2023-12-05,2024-04,2024-04,0,188,L4,中型SUV,92,前置前驱,丰田
保时捷911 2015款 GT3 RS,2.2,2017-04,厦门,186.80,263.88,自动,欧V,4L,2023-11-20,2024-04,2024-04,1,500,H6,跑车,95,后置后驱,保时捷
宝马5系 2020款 530Li 领先型 M运动套装,9.99,2020-02,厦门,30.88,50.68,自动,国VI,2L,2023-11-20,2024-02,2024-02,0,252,L4,中大型车,95,前置后驱,宝马
林肯Z 2022款 i酷 尊雅版,1.5,2022-03,厦门,22.58,32.54,自动,国VI,2L,2023-09-20,2024-03,2024-03,0,246,L4,中型车,95,前置前驱,林肯
宝马3系 2022款 325i M运动套装,2.72,2022-02,厦门,24.58,33.90,自动,国VI,2L,2023-08-21,2024-02,2024-02,1,184,L4,中型车,95,前置后驱,宝马
T-ROC探歌 2020款 280TSI DSG两驱舒适型,3.46,2020-07,厦门,10.38,18.54,自动,国VI,1.4L,2023-11-29,2024-7,2024-7,0,150,L4,紧凑型SUV,95,前置前驱,大众
雷凌 2021款 185T CVT豪华版,3,2021-01,厦门,7.98,14.09,自动,国VI,1.2L,2023-11-17,2025-01,2024-01,0,116,L4,紧凑型车,92,前置前驱,丰田
奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,6,2019-02,厦门,12.98,28.83,自动,国V,1.4L,2023-12-08,2025-02,2024-02,0,150,L4,紧凑型SUV,95,前置前驱,奥迪
轩逸 2022款 1.6L XL CVT悦享版,1.6,2022-06,厦门,9.68,14.10,自动,国VI,1.6L,2023-10-18,2024-06,2024-06,0,135,L4,紧凑型车,92,前置前驱,日产
宝马X5(进口) 2019款 xDrive40i M运动套装,7.3,2019-06,厦门,49.80,82.48,自动,国VI,3L,2023-06-27,2023-06,2023-06,1,340,L6,中大型SUV,95,前置四驱,宝马
迈凯伦720S 2019款 4.0T Coupe,2.3,2019-06,厦门,238.80,368.84,自动,国VI,4L,2023-11-05,2025-06,2024-06,6,720,V8,跑车,95,中置后驱,迈凯伦
奥德赛 2022款 2.0L e:HEV 锐・耀享版,2.6,2022-01,厦门,25.98,32.54,自动,国VI,2L,2023-10-25,2024-01,2024-01,0,146,L4,,92,前置前驱,本田
Cayenne 2019款 Cayenne 3.0T,5.85,2019-11,厦门,69.70,99.10,自动,国VI,3L,2023-11-15,2023-11,2023-11,2,340,V6,中大型SUV,95,前置四驱,保时捷
Mustang 2021款 2.3L EcoBoost,0.01,2023-07,厦门,26.98,40.14,自动,国VI,2.3L,2023-10-10,2023-7,2023-7,0,299,L4,跑车,92,前置后驱,福特
法拉利488 2015款 488 GTB,2,2018-04,厦门,210.00,342.47,自动,国V,3.9L,2023-11-27,2024-04,2024-04,2,670,V8,跑车,98,中置后驱,法拉利
红旗HS5 2022款 改款 2.0T 智联旗享版,1.7,2023-01,厦门,13.98,21.69,自动,国VI,2L,2023-10-18,2025-01,2024-01,0,224,L4,中型SUV,95,前置前驱,红旗
凯迪拉克CT4 2022款 28T 豪华型,0.22,2022-12,厦门,17.50,27.32,自动,国VI,2L,2023-10-07,2024-12,2023-12,0,237,L4,中型车,95,前置后驱,凯迪拉克
宝马X3 2019款 xDrive28i 豪华套装,9.4,2019-09,厦门,25.50,46.22,自动,国VI,2L,2023-11-06,2025-09,2024-09,0,224,L4,中型SUV,95,前置四驱,宝马
Mustang 2021款 2.3L EcoBoost,0.01,2023-07,厦门,26.98,40.14,自动,国VI,2.3L,2023-10-10,2023-7,2023-7,0,299,L4,跑车,92,前置后驱,福特
汉兰达 2015款 2.0T 四驱至尊版 7座,14,2015-11,厦门,15.58,35.91,自动,国IV(国V),2L,2023-11-29,2023-11,2023-11,1,220,L4,中型SUV,95,前置四驱,丰田
高尔夫 2023款 改款 280TSI DSG Pro,0.5,2023-05,厦门,13.30,16.26,自动,国VI,1.4L,2023-10-22,2025-05,2024-05,0,150,L4,紧凑型车,95,前置前驱,大众
阿斯顿・马丁DB11 2020款 4.0T V8 Coupe,1.1,2021-04,厦门,169.80,239.67,自动,国VI,4L,2023-11-27,2025-04,2024-04,0,510,V8,跑车,95,前置后驱,阿斯顿・马丁
凯迪拉克CT5 2020款 28T 豪华型,9,2020-06,厦门,17.80,32.53,自动,国VI,2L,2023-10-31,2024-06,2024-06,1,241,L4,中型车,95,前置后驱,凯迪拉克
凯迪拉克CT5 2022款 28T 豪华型,0.5,2022-10,厦门,21.00,32.53,自动,国VI,2L,2023-11-21,2024-10,2023-10,0,237,L4,中型车,95,前置后驱,凯迪拉克
MINI 2014款 2.0T COOPER S Excitement,3.7,2015-02,厦门,14.18,36.36,自动,欧V,2L,2023-11-05,2023-2,2023-2,2,192,L4,小型车,95,前置前驱,MINI
理想ONE 2021款 增程6座版,3,2022-09,厦门,23.99,37.97,自动,增程式,148km,2023-09-08,2024-09,2023-09,1,131,,中大型SUV,双电机四驱,"
            ",理想汽车
沃尔沃XC60 2017款 T5 智进升级版,7,2017-03,厦门,10.80,41.13,自动,国V,2L,2023-12-08,2024-3,2024-3,0,245,L4,中型SUV,95,前置前驱,沃尔沃
宝马5系新能源 2022款 535Le 豪华套装,0.5,2022-09,厦门,39.80,54.26,自动,插电混动,73km,2023-11-28,2024-09,2024-09,0,184,L4,中大型车,前置后驱,"
            ",宝马
高尔夫 2018款 1.6L 自动时尚型,3.5,2018-03,厦门,6.98,14.53,自动,国V,1.6L,2023-10-12,2024-3,2024-3,1,110,L4,紧凑型车,92,前置前驱,大众
发现 2017款 3.0 SC V6 HSE,8,2018-10,厦门,43.80,100.73,自动,欧VI,3L,2023-11-04,2024-10,2024-10,0,340,V6,中大型SUV,95,前置四驱,路虎
揽胜运动版 2023款 400PS Dynamic SE,0.7,2022-11,厦门,84.50,115.93,自动,国VI,3L,2023-12-05,2024-11,2024-11,0,400,L6,中大型SUV,95,前置四驱,路虎
欧陆 2012款 4.0T GT V8,3,2014-10,厦门,97.60,330.85,自动,欧V,4L,2023-10-23,2023-10,2023-10,1,507,V8,跑车,95,前置四驱,宾利
宝马Z4 2020款 sDrive 25i 烈日限量版,4,2021-02,厦门,33.80,58.49,自动,国VI,2L,2023-12-08,2025-04,2024-04,0,197,L4,跑车,95,前置后驱,宝马
宝马X3 M 2021款 X3 M雷霆版,2.5,2021-05,厦门,53.80,97.25,自动,国VI,3L,2023-10-10,2025-05,2024-05,2,510,L6,中型SUV,95,前置四驱,宝马
朗逸 2018款 280TSI DSG舒适版 国V,8.1,2018-09,厦门,7.88,15.95,自动,国V,1.4L,2023-11-29,2024-9,2024-9,0,150,L4,紧凑型车,95,前置前驱,大众
保时捷911 2015款 Carrera GTS 3.8L,3,2015-12,厦门,93.80,168.25,自动,欧V,3.8L,2023-11-26,2023-12,2023-12,0,400,H6,跑车,95,后置后驱,保时捷
朗逸 2017款 1.6L 自动风尚版,7.1,2018-08,厦门,5.98,12.91,自动,国V,1.6L,2023-11-29,2024-8,2024-8,0,110,L4,紧凑型车,92,前置前驱,大众
本田CR-V 2021款 240TURBO CVT两驱都市版,2.4,2022-04,厦门,15.98,21.25,自动,国VI,1.5L,2023-11-18,2024-4,2024-4,0,193,L4,紧凑型SUV,92,前置前驱,本田
揽胜运动版 2021款 3.0 L6 耀黑版,5.5,2021-03,厦门,76.80,109.42,自动,国VI,3L,2023-07-04,2025-03,2024-03,0,360,L6,中大型SUV,95,前置四驱,路虎
宝马3系GT 2019款  320i M运动曜夜版,6,2019-09,厦门,20.80,42.31,自动,国VI,2L,2023-12-08,2025-09,2024-09,0,184,L4,中型车,95,前置后驱,宝马
高尔夫 2021款 280TSI DSG Pro,3.3,2021-01,厦门,11.58,16.26,自动,国VI,1.4L,2023-12-05,2025-01,2024-01,8,150,L4,紧凑型车,95,前置前驱,大众
埃尔法 2018款 改款 3.5L 豪华版,3.6,2018-11,厦门,88.87,83.80,自动,国V,3.5L,2023-12-08,2024-11,2024-11,1,301,V6,,95,前置前驱,丰田
比亚迪L3 2013款 1.5L 自动舒适型,9,2014-04,厦门,1.58,6.61,自动,国IV(国V),1.5L,2023-11-28,2024-4,2024-4,0,109,L4,紧凑型车,92,前置前驱,比亚迪
本田UR-V 2020款 370TURBO 四驱尊享版,6.66,2020-07,厦门,20.68,31.78,自动,国VI,2L,2023-10-30,2024-7,2023-3,0,272,L4,中型SUV,92,前置四驱,本田
哈弗H6 2021款 1.5T 自动都市版,3.5,2022-08,厦门,8.18,11.51,自动,国VI,1.5L,2023-11-30,2024-08,2024-08,0,150,L4,紧凑型SUV,92,前置前驱,哈弗
奥迪S7 2013款 4.0 TFSI quattro,10,2013-12,厦门,29.80,146.32,自动,欧V,4L,2023-12-08,2023-12,2023-12,0,420,V8,中大型车,95,前置四驱,奥迪
奥迪Q5 2015款 40 TFSI 技术型,11,2015-08,厦门,13.88,46.85,自动,国V,2L,2023-12-08,2024-08,2024-08,0,224,L4,中型SUV,95,前置四驱,奥迪
凯迪拉克XT5 2022款 2.0T 四驱尊贵型,4,2022-02,厦门,24.98,43.71,自动,国VI,2L,2023-08-30,2024-02,2024-02,1,237,L4,中型SUV,95,前置四驱,凯迪拉克
宝马X5(进口) 2014款 xDrive35i 典雅型,9,2014-02,厦门,16.80,90.96,自动,欧VI,3L,2023-10-29,2024-02,2024-02,1,306,L6,中大型SUV,95,前置四驱,宝马
宝马3系 2021款 325Li xDrive M运动套装,6,2021-01,厦门,25.50,39.28,自动,国VI,2L,2023-10-16,2025-01,2024-01,2,184,L4,中型车,95,前置四驱,宝马
捷豹XF 2014款 XF 3.0 SC 风华版,9.9,2014-06,厦门,8.80,69.25,自动,欧V,3L,2023-10-24,2024-06,2024-06,0,340,V6,中大型车,95,前置后驱,捷豹
高尔夫・嘉旅 2018款 230TSI 自动进取型,3,2019-01,厦门,9.68,18.12,自动,国V,1.4L,2023-09-25,2025-01,2024-01,0,131,L4,紧凑型车,95,前置前驱,大众
凯迪拉克XT5 2022款 2.0T 四驱风尚型,0.5,2022-07,厦门,23.80,38.28,自动,国VI,2L,2023-11-18,2024-07,2024-07,0,237,L4,中型SUV,95,前置四驱,凯迪拉克
宝马X3 2018款 xDrive28i M运动套装 国VI,5.7,2019-01,厦门,26.80,46.22,自动,国VI,2L,2023-12-04,2023-10,2023-10,5,224,L4,中型SUV,95,前置四驱,宝马
Panamera 2016款 Panamera Edition 3.0T,11,2016-04,厦门,45.58,130.37,自动,欧V,3L,2023-11-13,2024-04,2024-04,3,320,V6,大型车,95,前置后驱,保时捷
宝马5系 2020款 530Li 尊享型 M运动套装,4.5,2020-03,厦门,35.80,55.02,自动,国VI,2L,2023-11-16,2024-03,2024-03,1,252,L4,中大型车,95,前置后驱,宝马
保时捷718 2019款 Boxster T 2.0T,1.6,2019-01,厦门,48.80,71.75,自动,国VI,2L,2023-11-19,2025-1,2024-1,0,300,H4,跑车,95,中置后驱,保时捷
法拉利488 2015款 488 GTB,2,2019-01,厦门,225.00,342.47,自动,国V,3.9L,2023-11-27,2025-01,2024-01,2,670,V8,跑车,98,中置后驱,法拉利
宝马7系 2009款 730Li豪华型,9.68,2011-06,厦门,14.19,110.50,自动,欧IV+OBD,3L,2023-10-13,2024-6,2024-6,0,258,L6,大型车,95,前置后驱,宝马
Portofino 2018款 3.9T,2.1,2019-11,深圳,189.90,286.35,自动,国V,3.9L,2023-11-08,2023-11,2023-11,4,600,V8,跑车,98,前置后驱,法拉利
宝马1系 2020款 120i M运动套装,2,2020-03,厦门,11.58,24.29,自动,国VI,1.5L,2023-12-01,2024-03,2024-03,0,140,L3,紧凑型车,95,前置前驱,宝马
标致RCZ 2011款 1.6T 豪华运动型,8,2013-09,厦门,10.99,38.73,自动,欧V,1.6L,2023-09-04,2023-09,2023-09,0,156,L4,跑车,95,前置前驱,标致
宝马5系(进口) 2020款 530i M运动套装,5,2020-01,厦门,31.38,51.98,自动,国VI,2L,2023-12-08,2024-01,2024-01,1,252,L4,中大型车,95,前置后驱,宝马
宝马5系 2022款 改款 530Li 领先型 M运动套装,1.1,2023-02,厦门,39.98,51.22,自动,国VI,2L,2023-11-23,2025-2,2024-2,0,252,L4,中大型车,95,前置后驱,宝马
奥迪Q2L 2018款 35 TFSI 时尚致雅型 国V,8,2020-01,厦门,9.88,25.68,自动,国V,1.4L,2023-11-23,2024-01,2024-01,1,150,L4,小型SUV,95,前置前驱,奥迪
宝马5系GT 2014款 528i 豪华型,10,2016-08,厦门,19.50,80.11,自动,欧V,2L,2023-11-24,2024-08,2024-08,0,245,L4,中大型车,95,前置后驱,宝马
Urus 2021款 4.0T V8,1.9,2021-01,深圳,268.00,319.25,自动,国VI,4L,2023-11-30,2025-1,2024-1,1,650,V8,中大型SUV,95,前置四驱,兰博基尼
牧马人 2022款 2.0T 高地阿拉斯加极光绿特别版,1,2022-04,厦门,43.80,53.72,自动,国VI,2L,2023-12-01,2024-04,2024-04,0,266,L4,中型SUV,95,前置四驱,Jeep
高合HiPhi X 2021款 旗舰版6座,1,2022-01,厦门,43.80,73.81,自动,纯电动,560km,2023-11-27,2024-01,2024-01,1,598,,中大型SUV,双电机四驱,"
            ",高合汽车
飞驰 2022款 4.0T V8 标准版,0.01,未上牌,厦门,328.00,297.20,自动,国VI,4L,2023-05-26,已过期,已过期,0,550,V8,大型车,95,前置四驱,宾利
保时捷911 2015款 Carrera 3.4L Style Edition,2.4,2014-11,厦门,62.88,144.04,自动,欧V,3.4L,2023-09-26,2023-11,2023-11,1,350,H6,跑车,95,后置后驱,保时捷
博速 S级 2014款 40S,30,2015-08,厦门,37.80,170.20,自动,欧V,3L,2023-10-16,2024-08,2024-08,0,333,V6,大型车,95,前置后驱,博速
酷威 2013款 2.4L 两驱尊尚版,9,2016-04,厦门,5.80,31.68,自动,欧IV,2.4L,2023-11-15,2024-04,2024-04,2,170,L4,中型SUV,92,前置前驱,道奇
奥迪Q7 2010款 3.0 TDI领先型运动典藏版,15,2010-10,厦门,11.90,103.89,自动,欧III,3L,2023-10-18,2023-10,2023-10,1,240,V6,中大型SUV,0,前置四驱,奥迪
路虎卫士 2022款 110 P400 X-DYNAMIC HSE,4.1,2021-11,厦门,77.80,92.05,自动,国VI,3L,2023-11-25,2023-11,2023-11,1,400,L6,中大型SUV,95,前置四驱,路虎
奥迪TT 2014款 TT Coupe 45 TFSI 悦尚型,8,2014-05,厦门,11.68,57.46,自动,国IV,2L,2023-10-23,2024-05,2024-05,0,211,L4,跑车,95,前置前驱,奥迪
揽胜 2015款 3.0 SC V6 黑曜限量版,3.4,2014-09,厦门,65.80,175.85,自动,欧V,3L,2023-12-05,2024-09,2024-09,1,340,V6,中大型SUV,95,前置四驱,路虎
星瑞 2021款 2.0TD 豪华型,2,2022-03,厦门,9.88,13.43,自动,国VI,2L,2023-10-12,2024-03,2024-03,0,190,L4,紧凑型车,95,前置前驱,吉利汽车
奥迪TT 2008款 TT 3.2 Quattro,13,2008-05,厦门,8.98,70.01,自动,欧III,3.2L,2023-11-03,2023-11,2024-05,3,250,V6,跑车,95,前置四驱,奥迪
Huracán 2021款 Huracán STO,0.7,2022-04,厦门,353.80,423.33,自动,欧VI,5.2L,2023-12-02,2024-04,2024-04,1,640,V10,跑车,95,中置后驱,兰博基尼
宝来 2019款 1.5L 手动舒适型,3.2,2018-10,厦门,5.58,13.35,手动,国V,1.5L,2023-12-05,2024-10,2024-10,0,116,L4,紧凑型车,92,前置前驱,大众
揽胜 2018款 5.0 SC V8 AB 尊崇创世加长版,3,2019-12,厦门,149.80,287.43,自动,欧V,5L,2023-10-27,2023-12,2023-12,0,525,V8,中大型SUV,95,前置四驱,路虎
RAV4荣放 2021款 改款 双擎 2.5L E-CVT两驱精英版,6,2021-04,厦门,15.98,24.51,自动,国VI,2.5L,2023-07-23,2025-04,2024-04,0,178,L4,紧凑型SUV,92,前置前驱,丰田
宝马3系 2021款 320Li M运动套装,5.8,2021-05,厦门,23.80,34.62,自动,国VI,2L,2023-11-30,2025-05,2024-05,0,156,L4,中型车,95,前置后驱,宝马
兰德酷路泽(进口) 2015款 4.6L V8 中东限量版,3,2017-03,厦门,73.80,110.61,自动,国IV,4.6L,2023-11-10,2024-03,2024-03,0,310,V8,中大型SUV,95,前置四驱,丰田
奥迪Q5 2015款 40 TFSI 技术型,9,2015-09,厦门,11.20,46.85,自动,国V,2L,2023-12-04,2024-9,2024-9,0,224,L4,中型SUV,95,前置四驱,奥迪
揽胜 2017款 3.0 SC V6 Vogue,8.31,2017-06,厦门,69.80,172.37,自动,欧V,3L,2023-10-08,2024-06,2024-06,0,340,V6,中大型SUV,95,前置四驱,路虎
探影 2021款 1.5L 自动 悦智联版,1.9,2022-10,厦门,9.39,15.29,自动,国VI,1.5L,2023-11-17,2024-10,2023-10,0,113,L4,小型SUV,92,前置前驱,大众
宝马3系(进口) 2012款 318i领先型,10,2011-12,厦门,3.98,32.54,自动,欧IV,2L,2023-11-10,2023-12,2023-12,1,136,L4,中型车,95,前置后驱,宝马
MINI JCW 2022款 改款 2.0T JOHN COOPER WORKS ALL-IN,1.7,2022-03,厦门,29.98,37.10,自动,国VI,2L,2023-10-20,2024-03,2024-03,1,231,L4,小型车,95,前置前驱,MINI
宝马X5 2022款 xDrive 40Li 尊享型M运动套装,0.9,2022-10,厦门,73.98,84.12,自动,国VI,3L,2023-11-03,2024-10,2024-10,0,333,L6,中大型SUV,95,前置四驱,宝马
探影 2021款 1.5L 自动 尚智联版,1.4,2022-10,厦门,8.98,13.67,自动,国VI,1.5L,2023-12-01,2024-10,2024-10,0,113,L4,小型SUV,92,前置前驱,大众
魅影 2018款 6.6T Black Badge,1,2020-05,厦门,515.00,640.43,自动,国VI,6.6L,2023-11-21,2024-05,2024-05,2,632,V12,跑车,95,前置后驱,劳斯莱斯
牧马人 2015款 3.0L Sahara 四门舒享版,9,2016-05,厦门,17.60,49.88,自动,国IV(国V),3L,2023-12-01,2024-05,2024-05,0,234,V6,中型SUV,92,前置四驱,Jeep
标致308(进口) 2009款 1.6T CC 自动豪华型,9.3,2011-08,厦门,4.88,36.23,自动,欧IV,1.6L,2023-12-01,2024-08,2024-08,1,140,L4,紧凑型车,95,前置前驱,标致
揽胜 2015款 3.0 SC V6 Vogue SE 创世加长版,14,2015-01,厦门,66.80,191.91,自动,欧V,3L,2023-11-08,2024-01,2024-01,1,340,V6,中大型SUV,95,前置四驱,路虎
Panamera 2017款 Panamera 4S 2.9T,8,2018-08,深圳,75.00,165.86,自动,欧V,2.9L,2023-11-08,2024-8,2024-8,3,440,V6,大型车,95,前置四驱,保时捷
北京BJ90 2021款 3.0T 政荣版,0.01,2023-11,厦门,30.60,108.33,自动,国VI,3L,2023-11-25,2025-11,2023-11,0,333,V6,大型SUV,95,前置四驱,北京
揽胜 2018款 3.0 SC V6 Vogue 传世加长版,9.3,2018-08,厦门,101.80,174.54,自动,欧V,3L,2023-08-14,2024-08,2023-08,1,381,V6,中大型SUV,95,前置四驱,路虎
宝马7系 2011款 730Li典雅型,15,2012-11,厦门,11.80,97.48,自动,欧IV+OBD,3L,2023-08-03,2023-11,2023-11,0,258,L6,大型车,95,前置后驱,宝马
保时捷911 2022款 Turbo S Cabriolet 3.7T,0.18,2022-05,厦门,239.80,269.20,自动,国VI,3.7L,2023-11-29,2024-5,2024-5,0,650,H6,跑车,95,后置四驱,保时捷
MINI JCW 2020款 2.0T JOHN COOPER WORKS ALL-IN,0.5,2020-09,厦门,29.60,39.27,自动,国VI,2L,2023-10-22,2024-09,2024-09,0,231,L4,小型车,95,前置前驱,MINI
smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,7,2017-11,厦门,5.39,12.68,自动,国V,1L,2023-11-23,2023-11,2023-11,1,71,L3,微型车,95,后置后驱,smart
揽胜 2014款 3.0 SC V6 Vogue,11,2014-05,厦门,46.80,169.12,自动,欧V,3L,2023-11-22,2024-05,2024-05,1,340,V6,中大型SUV,95,前置四驱,路虎
速腾 2018款 280TSI DSG舒适型,8,2018-08,厦门,7.60,17.35,自动,国V,1.4L,2023-08-31,2024-08,2023-08,0,150,L4,紧凑型车,95,前置前驱,大众
凯迪拉克XT5 2016款 25T 豪华型,9.7,2016-12,厦门,14.50,42.32,自动,国V,2L,2023-11-21,2023-12,2023-12,2,250,L4,中型SUV,95,前置前驱,凯迪拉克
宝马3系 2019款 320Li M运动套装,4,2019-03,厦门,19.80,36.88,自动,国VI,2L,2023-11-27,2025-03,2024-03,0,184,L4,中型车,95,前置后驱,宝马
速腾 2014款 1.6L 自动舒适型,10,2013-10,厦门,3.80,16.37,自动,国IV(国V),1.6L,2023-10-15,2023-10,2023-10,0,105,L4,紧凑型车,92,前置前驱,大众
冠道 2017款 240TURBO 两驱尊享版,10.4,2018-06,厦门,14.98,28.63,自动,国V,1.5L,2023-12-04,2024-06,2024-06,0,193,L4,中型SUV,92,前置前驱,本田
高尔夫 2019款 1.6L 自动舒适型 国V,3.2,2019-06,厦门,8.80,15.44,自动,国V,1.6L,2023-11-23,2025-06,2024-06,0,110,L4,紧凑型车,92,前置前驱,大众
Cayenne 2019款 Cayenne 3.0T,5,2019-09,厦门,73.80,99.10,自动,国VI,3L,2023-09-24,2023-09,2023-09,1,340,V6,中大型SUV,95,前置四驱,保时捷
宝马7系 2019款 改款 730Li M运动套装,5.8,2020-06,厦门,52.80,89.88,自动,国VI,2L,2023-11-16,2024-06,2024-06,1,265,L4,大型车,95,前置后驱,宝马
宝马3系 2020款 改款 325Li M运动套装,2.9,2020-09,厦门,24.98,37.66,自动,国VI,2L,2023-10-18,2024-09,2024-09,0,184,L4,中型车,95,前置后驱,宝马
传祺M8 2021款 领秀系列 390T 尊贵版,2,2021-11,厦门,18.78,23.86,自动,国VI,2L,2023-11-17,2023-11,2023-11,0,252,L4,,95,前置前驱,广汽传祺
保时捷911 2016款 Carrera 3.0T,2.87,2019-04,厦门,65.00,129.93,自动,欧V,3L,2023-12-01,2023-4,2023-1,3,370,H6,跑车,95,后置后驱,保时捷
宝马X7 2020款 xDrive40i 领先型豪华套装,8,2020-10,厦门,69.80,108.55,自动,国VI,3L,2023-11-26,2024-10,2024-10,0,340,L6,大型SUV,95,前置四驱,宝马
Cayenne 2015款 Cayenne 3.0T,11,2016-03,厦门,39.50,105.51,自动,欧V,3L,2023-11-06,2024-03,2024-03,3,333,V6,中大型SUV,95,前置四驱,保时捷
理想L9 2022款 Max,1.52,2022-11,厦门,42.69,49.91,自动,增程式,215km,2023-09-27,2024-11,2023-11,0,154,,大型SUV,双电机四驱,"
            ",理想汽车
保时捷718 2018款 Boxster 2.0T,2.2,2019-08,厦门,46.65,61.33,自动,欧V,2L,2023-11-29,2025-08,2024-08,1,250,H4,跑车,95,中置后驱,保时捷
途昂X 2020款 330TSI 两驱尊崇豪华版,4,2020-06,厦门,18.98,34.72,自动,国VI,2L,2023-09-23,2024-06,2024-06,0,186,L4,中大型SUV,95,前置前驱,大众
宝马X3 2020款  xDrive28i M运动套装,2,2020-12,厦门,29.68,46.22,自动,国VI,2L,2023-11-22,2024-12,2023-12,0,224,L4,中型SUV,95,前置四驱,宝马
探影 2021款 280TSI DSG R-Line智联版,4.8,2021-06,厦门,9.98,16.49,自动,国VI,1.4L,2023-11-01,2025-6,2024-6,0,150,L4,小型SUV,95,前置前驱,大众
速腾 2018款 280TSI DSG舒适型,9.2,2018-03,厦门,7.58,17.35,自动,国V,1.4L,2023-12-06,2024-03,2024-03,1,150,L4,紧凑型车,95,前置前驱,大众
Polo 2014款 1.6L 自动舒适版,9.9,2014-09,厦门,3.99,11.28,自动,国V,1.6L,2023-12-08,2024-09,2024-09,0,110,L4,小型车,92,前置前驱,大众
